"","X1","X2"
"1",1964,NA
"2",1965,94.239
"3",1966,10209.008
"4",1967,4075
"5",1968,10414.37
"6",1969,9787.761
"7",1970,4110.26
"8",1971,3050.839
"9",1972,6889.12
"10",1973,5209.52
"11",1974,2246.955
"12",1975,7762.35
"13",1976,6609.609
"14",1977,5867.206
"15",1978,7991.9
"16",1979,2942.1
"17",1980,4990.64
"18",1981,4057
"19",1982,6290.8
"20",1983,5957.9
"21",1984,8037.1
"22",1985,3212.7
"23",1986,3833.9
"24",1987,1341.4
"25",1988,6494
"26",1989,5915.2
"27",1990,7625
"28",1991,2198
"29",1992,5663
"30",1993,1696
"31",1994,4655
"32",1995,4446
"33",1996,2520
"34",1997,2022
"35",1998,2053
"36",1999,3552
"37",2000,3500.564
"38",2001,2781.715
"39",2002,1515.821
"40",2003,5365.684
"41",2004,5804.009
"42",2005,3406.538
"43",2006,4045.703
"44",2007,3495.737
"45",2008,4193.014
"46",2009,805.312
"47",2010,943.735
"48",2011,NA
"49",2012,1960.951
"50",2013,1425.231
"51",2014,205.665
"52",2015,339.951
