"","X1","X2"
"1",1965,1200
"2",1966,2673.3
"3",1967,4482.4
"4",1968,1526.5
"5",1969,4266.8
"6",1970,2427.6
"7",1971,2155.9
"8",1972,2190
"9",1973,3050.6
"10",1974,3101.4
"11",1975,3231.4
"12",1976,4561.8
"13",1977,3421.8
"14",1978,2187.1
"15",1979,2434.5
"16",1980,2848.3
"17",1981,1941.6
"18",1982,1261.1
"19",1983,1930.5
"20",1984,1796.7
"21",1985,1363.3
"22",1986,1801.4
"23",1987,1323
"24",1988,1690
"25",1989,2904
"26",1990,4361
"27",1991,3350
"28",1992,2127
"29",1993,1812
"30",1994,3915
"31",1995,1356
"32",1996,2944
"33",1997,5954
"34",1998,1541
"35",1999,2111
"36",2000,774.1
"37",2001,911.207
"38",2002,1120.642
"39",2003,936.544
"40",2004,4162.904
"41",2005,6312
"42",2006,4023.426
"43",2007,3867.813
"44",2008,2884.031
"45",2009,1258.336
"46",2010,1188.739
"47",2011,2924.374
"48",2012,0
"49",2013,2506.899
"50",2014,1699.623
"51",2015,0
"52",2016,NA
