"","X1","X2"
"1",1976,NA
"2",1977,NA
"3",1978,1390.1
"4",1979,5018.4
"5",1980,5343.1
"6",1981,2283.7
"7",1982,1474.5
"8",1983,9815.4
"9",1984,2049.6
"10",1985,574.1
"11",1986,1654.6
"12",1987,2811
"13",1988,6549
"14",1989,8552
"15",1990,8720
"16",1991,3804
"17",1992,4739
"18",1993,1775
"19",1994,2490
"20",1995,1800
"21",1996,3533
"22",1997,686.1
"23",1998,5864
"24",1999,2958.4
"25",2000,6803.415
"26",2001,5006.757
"27",2002,2918.439
"28",2003,1881.905
"29",2004,207.047
"30",2005,3791.247
"31",2006,2850.505
"32",2007,1731.152
"33",2008,4106.018
"34",2009,1581.988
"35",2010,1620.173
"36",2011,1780.925
"37",2012,665.348
"38",2013,1603.475
"39",2014,0
