"","X1","X2"
"1",1978,3
"2",1979,43.1
"3",1980,1233.1
"4",1981,1148.3
"5",1982,1509.9
"6",1983,1929
"7",1984,1271.4
"8",1985,1046.1
"9",1986,840.2
"10",1987,725.3
"11",1988,1910
"12",1989,2185
"13",1990,847
"14",1991,1434
"15",1992,807.9
"16",1993,1431
"17",1994,1112
"18",1995,876.9
"19",1996,589.6
"20",1997,1175
"21",1998,573.4
"22",1999,1335
"23",2000,457.5
"24",2001,728
"25",2002,693.3
"26",2003,699.6
"27",2004,974.4
"28",2005,1120.97
"29",2006,0.23
"30",2007,NA
