"","X1","X2"
"1",1986,7
"2",1987,143
"3",1988,1784.3
"4",1989,897.5
"5",1990,2651
"6",1991,3289
"7",1992,2798
"8",1993,1414
"9",1994,3395
"10",1995,1748
"11",1996,1023
"12",1997,4380
"13",1998,2823
"14",1999,7269
"15",2000,1388.06
"16",2001,3434.283
"17",2002,1340.463
"18",2003,3410.086
"19",2004,1164.859
"20",2005,3279.161
"21",2006,3128.837
"22",2007,1348.012
"23",2008,1431.397
"24",2009,3330.927
"25",2010,2740.284
"26",2011,2654.338
"27",2012,3096.413
"28",2013,10236.193
"29",2014,606.806
"30",2015,1091.147
"31",2016,39.135
