"","X1","X2"
"1",1996,6.656
"2",1997,27.74
"3",1998,71.73
"4",1999,176.6
"5",2000,29.316
"6",2001,27.701
"7",2002,88.053
"8",2003,285.753
"9",2004,498.918
"10",2005,103.632
"11",2006,202.054
"12",2007,136.373
"13",2008,266.589
"14",2009,164.379
"15",2010,209.555
"16",2011,28.585
"17",2012,207.559
"18",2013,115.017
"19",2014,4.491
