"","X1","X2"
"1",1985,147.7
"2",1986,145.1
"3",1987,154.5
"4",1988,120.1
"5",1989,82.29
"6",1990,72.52
"7",1991,13
"8",1992,0
"9",1993,NA
"10",1994,166.6
"11",1995,102
"12",1996,241.1
"13",1997,157.5
"14",1998,236.5
"15",1999,224.8
"16",2000,251
"17",2001,206.7
"18",2002,116.11
"19",2003,138.8
"20",2004,49.21
"21",2005,190.12
"22",2006,47.071
"23",2007,77.07
"24",2008,104.3
"25",2009,135.703
"26",2010,257.3
"27",2011,90.51
"28",2012,339.9
"29",2013,0.585
