"","X1","X2"
"1",1965,NA
"2",1966,29759.98
"3",1967,19875.471
"4",1968,26188.838
"5",1969,35461.672
"6",1970,38103.699
"7",1971,16880.744
"8",1972,27949.332
"9",1973,30563.891
"10",1974,18109.9
"11",1975,38139.398
"12",1976,42544.602
"13",1977,34963.602
"14",1978,38229.301
"15",1979,32821.398
"16",1980,29468.4
"17",1981,33983.602
"18",1982,15247.2
"19",1983,28359
"20",1984,19942.699
"21",1985,16441.6
"22",1986,24205.801
"23",1987,15169
"24",1988,43506
"25",1989,35936
"26",1990,43117
"27",1991,29469
"28",1992,39003
"29",1993,19062
"30",1994,25281
"31",1995,35259
"32",1996,11290
"33",1997,12966
"34",1998,16477
"35",1999,19988
"36",2000,35217.133
"37",2001,33764
"38",2002,29785.613
"39",2003,25862
"40",2004,18725.336
"41",2005,27931.555
"42",2006,46823.789
"43",2007,47248.875
"44",2008,26975
"45",2009,11249.365
"46",2010,35101.066
"47",2011,23943.021
"48",2012,26290.012
"49",2013,34169.828
"50",2014,685.108
"51",2015,363.094
