"","X1","X2"
"1",1964,3659.061
"2",1965,1451.4
"3",1966,6643.1
"4",1967,8386.5
"5",1968,14785.4
"6",1969,12502.6
"7",1970,15638.7
"8",1971,11105.28
"9",1972,9513
"10",1973,12580
"11",1974,17017.27
"12",1975,10588.64
"13",1976,8847.25
"14",1977,12834.6
"15",1978,9635.1
"16",1979,5400.3
"17",1980,6571.5
"18",1981,11267.1
"19",1982,4574.9
"20",1983,10317.1
"21",1984,12935.4
"22",1985,4522.1
"23",1986,14100.6
"24",1987,1238.5
"25",1988,2204.4
"26",1989,2282.8
"27",1990,4046.6
"28",1991,10046.2
"29",1992,7463
"30",1993,4370
"31",1994,10354
"32",1995,4889
"33",1996,2059
"34",1997,7072
"35",1998,8818
"36",1999,13527
"37",2000,9896
"38",2001,7765.729
"39",2002,8296.775
"40",2003,8406.495
"41",2004,1926.825
"42",2005,15722.525
"43",2006,NA
"44",2007,NA
"45",2008,NA
"46",2009,NA
"47",2010,NA
"48",2011,NA
"49",2012,NA
"50",2013,NA
"51",2014,NA
"52",2015,NA
