"","X1","X2"
"1",1977,NA
"2",1978,NA
"3",1979,NA
"4",1980,NA
"5",1981,NA
"6",1982,NA
"7",1983,NA
"8",1984,NA
"9",1986,NA
"10",1988,NA
"11",1990,NA
"12",2011,NA
"13",2012,NA
"14",2013,NA
"15",2014,NA
