"","X1","X2"
"1",1965,2614.9
"2",1966,6100
"3",1967,2668.2
"4",1968,16468.9
"5",1969,9116
"6",1970,20519.9
"7",1971,13470.1
"8",1972,6205.1
"9",1973,13945
"10",1974,21553.801
"11",1975,20415.5
"12",1976,9846.4
"13",1977,13452.4
"14",1978,25572.4
"15",1979,14189.3
"16",1980,4725
"17",1981,11118
"18",1982,5390.9
"19",1983,12729.2
"20",1984,16457
"21",1985,7421
"22",1986,9369.9
"23",1987,5276.7
"24",1988,3188
"25",1989,1456.8
"26",1990,6842.7
"27",1991,8007
"28",1992,20000
"29",1993,8252
"30",1994,20393
"31",1995,13649
"32",1996,2660
"33",1997,10264
"34",1998,15084
"35",1999,20718
"36",2000,20124
"37",2001,15890.008
"38",2002,14177.549
"39",2003,15190.702
"40",2004,4609.027
"41",2005,11552.087
"42",2006,13573
"43",2007,10088.134
"44",2008,10718.396
"45",2009,8058.185
"46",2010,13493.854
"47",2011,6818.688
"48",2012,8961.367
"49",2013,6030.731
"50",2014,16908.371
"51",2015,5228.727
"52",2016,18.454
