"","X1","X2"
"1",1986,620
"2",1987,252.574
"3",1988,617.4
"4",1989,393.3
"5",1990,874.6
"6",1991,963
"7",1992,1183.794
"8",1993,583.6
"9",1994,1273
"10",1995,696.7
"11",1996,292.3
"12",1997,644.2
"13",1998,200.8
"14",1999,1227
"15",2000,785.71
"16",2001,444.671
"17",2002,300.32
"18",2003,734.76
"19",2004,491.368
"20",2005,1099.556
"21",2006,455.8
"22",2007,972.897
"23",2008,515.064
"24",2009,116.873
"25",2010,662.133
"26",2011,734.019
"27",2012,821.812
"28",2013,648.891
"29",2014,652.467
"30",2015,0
