"","X1","X2"
"1",1965,7.728
"2",1966,280
"3",1967,1021.5
"4",1968,939.6
"5",1969,506.6
"6",1970,1052
"7",1971,1923
"8",1972,850
"9",1973,1399.7
"10",1974,604.2
"11",1975,1084.2
"12",1976,114.9
"13",1977,407.8
"14",1978,1451.1
"15",1979,413.8
"16",1980,357.2
"17",1981,1045.7
"18",1982,358.2
"19",1983,417.5
"20",1984,148
"21",1985,144.9
"22",1986,1116.4
"23",1987,840.5
"24",1988,918.1
"25",1989,1112
"26",1990,125.3
"27",1991,278.1
"28",1992,955.4
"29",1993,299.1
"30",1994,573.5
"31",1995,591.2
"32",1996,1110
"33",1997,209.7
"34",1998,794.5
"35",1999,593.1
"36",2000,1031.688
"37",2001,904.669
"38",2002,284.101
"39",2003,230.216
"40",2004,262.579
"41",2005,878.597
"42",2006,901.514
"43",2007,1808.763
"44",2008,1433.237
"45",2009,3192.044
"46",2010,981.841
"47",2011,193.393
"48",2012,326.391
"49",2013,488.546
"50",2014,307.016
"51",2015,23.656
