"","X1","X2"
"1",1967,6950.047
"2",1968,4853.5
"3",1969,9367.3
"4",1970,10643.9
"5",1971,2482.5
"6",1972,701.3
"7",1973,9689.5
"8",1974,4046.2
"9",1975,9662.8
"10",1976,9344.5
"11",1977,4672
"12",1978,5308.1
"13",1979,6012.3
"14",1980,10016.4
"15",1981,4084
"16",1982,51
