"","X1","X2"
"1",1979,24.2
"2",1980,4
"3",1981,175.2
"4",1982,2.2
"5",1983,19.7
"6",1984,10.2
"7",1985,0
"8",1986,4.4
"9",1987,41
"10",1988,224.8
"11",1989,26.9
"12",1990,0
"13",1991,19.3
"14",1992,0
"15",1993,NA
"16",1994,NA
"17",1995,135.3
"18",1996,35.79
"19",1997,20
"20",1998,46.52
"21",1999,31.3
"22",2000,8.093
"23",2001,15.76
"24",2002,0
"25",2004,5.1
"26",2005,10.17
"27",2006,0
