"","X1","X2"
"1",1989,NA
"2",1990,NA
"3",1991,320.67
"4",1992,195.8
"5",1993,470.4
"6",1994,1584.62
"7",1995,288.41
"8",1996,608.06
"9",1997,858.43
"10",1998,657.35
"11",1999,406.52
"12",2000,242.237
"13",2001,223.658
"14",2002,416.8
"15",2003,1592.479
"16",2004,636.031
"17",2005,635.847
"18",2006,NA
