"","X1","X2"
"1",1990,NA
"2",1991,217.9
"3",1992,121.5
"4",1993,47.39
"5",1994,35.05
"6",1995,82.15
"7",1996,82.86
"8",1997,65.63
"9",1998,54.32
"10",1999,333.3
"11",2000,110.6
"12",2001,356
"13",2002,138.6
"14",2003,155
"15",2004,263.3
"16",2005,338.07
"17",2006,13.32
