"","X1","X2"
"1",1965,NA
"2",1966,14.1
"3",1967,3830.4
"4",1968,757.4
"5",1969,1604.5
"6",1970,1492.3
"7",1971,1385.6
"8",1972,1522.8
"9",1973,1899.6
"10",1974,1582.5
"11",1975,1680.7
"12",1976,2780.3
"13",1977,1610
"14",1978,1575.7
"15",1979,1316.5
"16",1980,1868.3
"17",1981,1262.3
"18",1982,1156
"19",1983,1492.7
"20",1984,1333.8
"21",1985,1053.8
"22",1986,1283.7
"23",1987,1073
"24",1988,960.9
"25",1989,1075
"26",1990,953.5
"27",1991,1800
"28",1992,1238
"29",1993,1023
"30",1994,2675
"31",1995,772.1
"32",1996,1566
"33",1997,3529
"34",1998,828
"35",1999,1397
"36",2000,676.7
"37",2001,623.296
"38",2002,830.284
"39",2003,390.403
"40",2004,2715.62
"41",2005,4641
"42",2006,1692.36
"43",2007,2070.43
"44",2008,1887.241
"45",2009,376.478
"46",2010,703.339
"47",2011,1949.854
"48",2012,0
"49",2013,1924.56
"50",2014,0
"51",2015,0
"52",2016,NA
