"","X1","X2"
"1",1991,14.88
"2",1992,28.4
"3",1993,72.58
"4",1994,26.799
"5",1995,301.3
"6",1996,152.203
"7",1997,36.38
"8",1998,892.8
"9",1999,297
"10",2000,901.445
"11",2001,4.263
"12",2002,3.981
"13",2003,3.074
"14",2004,3.723
"15",2005,6.752
"16",2006,NA
