"","X1","X2"
"1",1971,NA
"2",1972,1821.8
"3",1973,2623.1
"4",1974,2511.5
"5",1975,2586.9
"6",1976,1752.2
"7",1977,1828.7
"8",1978,3129.9
"9",1979,2195.6
"10",1980,2346.1
"11",1981,2325.6
"12",1982,4124.1
"13",1983,2588
"14",1984,2906.7
"15",1985,2034.3
"16",1986,2451.6
"17",1987,1146
"18",1988,2513
"19",1989,2687
"20",1990,2141
"21",1991,17.01
"22",1992,NA
"23",1993,NA
"24",1994,2585
"25",1995,1820
"26",1996,1546
"27",1997,1674
"28",1998,1345
"29",1999,1483
"30",2000,1576.962
"31",2001,1367.178
"32",2002,1271
"33",2003,556.9
"34",2004,240.761
"35",2005,1548.93
"36",2006,1195
"37",2007,777.73
"38",2008,1329
"39",2009,2989.897
"40",2010,2017.206
"41",2011,2320.672
"42",2012,3153.141
"43",2013,18.903
