"","X1","X2"
"1",2000,NA
"2",2001,NA
"3",2002,NA
"4",2003,NA
"5",2004,NA
"6",2005,8.227
"7",2006,0.369
"8",2007,4.23
"9",2008,6.04
"10",2009,4.432
"11",2010,14.232
"12",2011,16.238
"13",2012,5.381
"14",2013,3.052
"15",2014,0.639
"16",2015,0
