"","X1","X2"
"1",1992,296.7
"2",1993,262.3
"3",1994,728
"4",1995,282.26
"5",1996,167
"6",1997,393.7
"7",1998,290.14
"8",1999,296
"9",2000,1736
"10",2001,1080
"11",2002,959.95
"12",2003,659.698
"13",2004,1001.501
"14",2005,985.007
"15",2006,1124.269
"16",2007,1147.646
"17",2008,581.458
"18",2009,504.853
"19",2010,384.151
"20",2011,633.146
"21",2012,572.51
"22",2013,655.289
"23",2014,595.645
"24",2015,4.972
