"","X1","X2"
"1",1992,2.121
"2",1993,15.506
"3",1994,602.8
"4",1995,698.4
"5",1996,93.96
"6",1997,84.33
"7",1998,299.2
"8",1999,478.6
"9",2000,618.5
"10",2001,299.364
"11",2002,403.561
"12",2003,58.031
"13",2004,12.786
"14",2005,120.304
"15",2006,749.728
"16",2007,23.55
"17",2008,9.058
"18",2009,84.564
"19",2010,223.015
"20",2011,106.901
"21",2012,126.148
"22",2013,153.17
"23",2014,155.773
"24",2015,0
